email_id,subject,body,sender_email,sender_domain,claimed_company,company_domain,domain_match,free_or_third_party_domain,has_link,has_attachment,mentions_money,mentions_urgency,mentions_personal_info,job_offer_without_interview,label
235,Client Interview Coordination – Machine Learning Engineer,"Hello Sharath Nyalakonda, Apex Systems is assisting Netflix with hiring for a Machine Learning Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",sourcer@apexsystems.com,apexsystems.com,Netflix,netflix.com,0,1,0,0,0,0,0,0,0
236,Screening Call Request – Business Analyst,"Thanks for your interest. As a staffing partner for Google, ManpowerGroup will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",hr@manpowergroup.com,manpowergroup.com,Google,google.com,0,1,0,0,0,0,0,0,0
237,Client Interview Coordination – MLOps Engineer,"Hello Sharath Nyalakonda, I represent TEKsystems, an approved staffing vendor for Walmart. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",ta@teksystems.com,teksystems.com,Walmart,walmart.com,0,1,0,0,0,0,0,1,0
238,Talent Screening – Cloud Data Engineer,"Hello Sharath Nyalakonda, I represent ManpowerGroup, an approved staffing vendor for Netflix. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",sourcer@manpowergroup.com,manpowergroup.com,Netflix,netflix.com,0,1,0,0,0,0,0,1,0
239,Screening Call Request – Business Analyst,"Hello Sharath Nyalakonda, Randstad is assisting Salesforce with hiring for a Business Analyst. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",coordinator@randstad.com,randstad.com,Salesforce,salesforce.com,0,1,0,0,0,0,0,0,0
240,Next Steps with Client – Software Engineer,"Hello Sharath Nyalakonda, Kelly Services is assisting Meta with hiring for a Software Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",hr@kellyservices.com,kellyservices.com,Meta,meta.com,0,1,0,0,0,0,0,0,0
241,Client Interview Coordination – Platform Engineer,"Hi Sharath Nyalakonda, I'm with Randstad. We support Amazon's recruiting for a Platform Engineer. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",talent@randstad.com,randstad.com,Amazon,amazon.jobs,0,1,0,0,1,0,0,0,0
242,Client Interview Coordination – Platform Engineer,"Thanks for your interest. As a staffing partner for Intel, Insight Global will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",coordinator@insightglobal.com,insightglobal.com,Intel,intel.com,0,1,0,0,0,0,0,0,0
243,Client Interview Coordination – Cloud Data Engineer,"Thanks for your interest. As a staffing partner for Cisco, TEKsystems will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",talent@teksystems.com,teksystems.com,Cisco,cisco.com,0,1,0,0,0,0,0,0,0
244,Talent Screening – AI Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with TEKsystems. I’m reaching out regarding a AI Engineer opportunity supporting our client Accenture. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",hr@teksystems.com,teksystems.com,Accenture,accenture.com,0,1,0,0,0,0,0,0,0
245,Client Interview Coordination – Platform Engineer,"Hello Sharath Nyalakonda, I represent ManpowerGroup, an approved staffing vendor for Stripe. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",screening@manpowergroup.com,manpowergroup.com,Stripe,stripe.com,0,1,0,0,0,0,0,1,0
246,Screening Call Request – AI Operations Generalist,"Hello Sharath Nyalakonda, Randstad is assisting PayPal with hiring for a AI Operations Generalist. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",hr@randstad.com,randstad.com,PayPal,paypal.com,0,1,0,0,0,0,0,0,0
247,Talent Screening – Data Scientist,"Thanks for your interest. As a staffing partner for Boeing, Insight Global will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",recruiter@insightglobal.com,insightglobal.com,Boeing,boeing.com,0,1,0,0,0,0,0,0,0
248,Talent Screening – MLOps Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with Adecco. I’m reaching out regarding a MLOps Engineer opportunity supporting our client Apple. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",recruiter@adecco.com,adecco.com,Apple,apple.com,0,1,0,0,0,0,0,0,0
249,Client Interview Coordination – AI Operations Generalist,"Hi Sharath Nyalakonda, I'm a recruiter with Kelly Services. I’m reaching out regarding a AI Operations Generalist opportunity supporting our client Lufthansa Group. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",screening@kellyservices.com,kellyservices.com,Lufthansa Group,lufthansagroup.com,0,1,0,0,0,0,0,0,0
250,Talent Screening – AI Engineer,"Thanks for your interest. As a staffing partner for KPMG, Insight Global will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",staffing@insightglobal.com,insightglobal.com,KPMG,kpmg.com,0,1,0,0,0,0,0,0,0
251,Screening Call Request – Business Analyst,"Hello Sharath Nyalakonda, Apex Systems is assisting Netflix with hiring for a Business Analyst. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",recruiter@apexsystems.com,apexsystems.com,Netflix,netflix.com,0,1,0,0,0,0,0,0,0
252,Next Steps with Client – AI Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with TEKsystems. I’m reaching out regarding a AI Engineer opportunity supporting our client SAP. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",talent@teksystems.com,teksystems.com,SAP,sap.com,0,1,0,0,0,0,0,0,0
253,Next Steps with Client – Machine Learning Engineer,"Thanks for your interest. As a staffing partner for Tesla, ManpowerGroup will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",recruiter@manpowergroup.com,manpowergroup.com,Tesla,tesla.com,0,1,0,0,0,0,0,0,0
254,Talent Screening – Platform Engineer,"Hello Sharath Nyalakonda, I represent Kelly Services, an approved staffing vendor for Lufthansa Group. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",ta@kellyservices.com,kellyservices.com,Lufthansa Group,lufthansagroup.com,0,1,0,0,0,0,0,1,0
255,Screening Call Request – Platform Engineer,"Hello Sharath Nyalakonda, Apex Systems is assisting Boeing with hiring for a Platform Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",recruiter@apexsystems.com,apexsystems.com,Boeing,boeing.com,0,1,0,0,0,0,0,0,0
256,Next Steps with Client – AI Operations Generalist,"Hello Sharath Nyalakonda, Randstad is assisting Lufthansa Group with hiring for a AI Operations Generalist. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",sourcer@randstad.com,randstad.com,Lufthansa Group,lufthansagroup.com,0,1,0,0,0,0,0,0,0
257,Recruiter Outreach (Agency) – AI Operations Generalist,"Hello Sharath Nyalakonda, I represent Robert Half, an approved staffing vendor for Meta. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",sourcer@roberthalf.com,roberthalf.com,Meta,meta.com,0,1,0,0,0,0,0,1,0
258,Talent Screening – Data Scientist,"Hello Sharath Nyalakonda, I represent Adecco, an approved staffing vendor for Apple. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",coordinator@adecco.com,adecco.com,Apple,apple.com,0,1,0,0,0,0,0,1,0
259,Talent Screening – Cloud Data Engineer,"Thanks for your interest. As a staffing partner for Stripe, TEKsystems will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",talent@teksystems.com,teksystems.com,Stripe,stripe.com,0,1,0,0,0,0,0,0,0
260,Talent Screening – AI Operations Generalist,"Hi Sharath Nyalakonda, I'm a recruiter with Apex Systems. I’m reaching out regarding a AI Operations Generalist opportunity supporting our client Adobe. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",coordinator@apexsystems.com,apexsystems.com,Adobe,adobe.com,0,1,0,0,0,0,0,0,0
261,Recruiter Outreach (Agency) – Data Scientist,"Hi Sharath Nyalakonda, I'm with Apex Systems. We support LinkedIn's recruiting for a Data Scientist. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",staffing@apexsystems.com,apexsystems.com,LinkedIn,linkedin.com,0,1,0,0,1,0,0,0,0
262,Screening Call Request – Data Analyst,"Hi Sharath Nyalakonda, I'm a recruiter with ManpowerGroup. I’m reaching out regarding a Data Analyst opportunity supporting our client Microsoft. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",talent@manpowergroup.com,manpowergroup.com,Microsoft,microsoft.com,0,1,0,0,0,0,0,0,0
263,Client Interview Coordination – Software Engineer,"Hello Sharath Nyalakonda, I represent Randstad, an approved staffing vendor for Salesforce. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",coordinator@randstad.com,randstad.com,Salesforce,salesforce.com,0,1,0,0,0,0,0,1,0
264,Client Interview Coordination – Platform Engineer,"Hello Sharath Nyalakonda, ManpowerGroup is assisting JPMorgan Chase with hiring for a Platform Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",talent@manpowergroup.com,manpowergroup.com,JPMorgan Chase,jpmorgan.com,0,1,0,0,0,0,0,0,0
265,Screening Call Request – Platform Engineer,"Thanks for your interest. As a staffing partner for Walmart, Randstad will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",sourcer@randstad.com,randstad.com,Walmart,walmart.com,0,1,0,0,0,0,0,0,0
266,Client Interview Coordination – AI Engineer,"Hello Sharath Nyalakonda, TEKsystems is assisting Stripe with hiring for a AI Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",coordinator@teksystems.com,teksystems.com,Stripe,stripe.com,0,1,0,0,0,0,0,0,0
267,Next Steps with Client – Cloud Data Engineer,"Hello Sharath Nyalakonda, I represent Adecco, an approved staffing vendor for Salesforce. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",ta@adecco.com,adecco.com,Salesforce,salesforce.com,0,1,0,0,0,0,0,1,0
268,Recruiter Outreach (Agency) – Platform Engineer,"Hi Sharath Nyalakonda, I'm with Randstad. We support Deloitte's recruiting for a Platform Engineer. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",sourcer@randstad.com,randstad.com,Deloitte,deloitte.com,0,1,0,0,1,0,0,0,0
269,Next Steps with Client – Software Engineer,"Hello Sharath Nyalakonda, I represent Adecco, an approved staffing vendor for Pfizer. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",talent@adecco.com,adecco.com,Pfizer,pfizer.com,0,1,0,0,0,0,0,1,0
270,Recruiter Outreach (Agency) – Machine Learning Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with TEKsystems. I’m reaching out regarding a Machine Learning Engineer opportunity supporting our client Pfizer. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",talent@teksystems.com,teksystems.com,Pfizer,pfizer.com,0,1,0,0,0,0,0,0,0
271,Client Interview Coordination – Cloud Data Engineer,"Hello Sharath Nyalakonda, TEKsystems is assisting Amazon with hiring for a Cloud Data Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",recruiter@teksystems.com,teksystems.com,Amazon,amazon.jobs,0,1,0,0,0,0,0,0,0
272,Recruiter Outreach (Agency) – AI Operations Generalist,"Hi Sharath Nyalakonda, I'm a recruiter with TEKsystems. I’m reaching out regarding a AI Operations Generalist opportunity supporting our client Medtronic. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",recruiter@teksystems.com,teksystems.com,Medtronic,medtronic.com,0,1,0,0,0,0,0,0,0
273,Screening Call Request – Cloud Data Engineer,"Hello Sharath Nyalakonda, I represent Kelly Services, an approved staffing vendor for Google. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",talent@kellyservices.com,kellyservices.com,Google,google.com,0,1,0,0,0,0,0,1,0
274,Screening Call Request – Data Scientist,"Hello Sharath Nyalakonda, Robert Half is assisting Walmart with hiring for a Data Scientist. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",sourcer@roberthalf.com,roberthalf.com,Walmart,walmart.com,0,1,0,0,0,0,0,0,0
275,Recruiter Outreach (Agency) – AI Operations Generalist,"Thanks for your interest. As a staffing partner for Amazon, Randstad will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",ta@randstad.com,randstad.com,Amazon,amazon.jobs,0,1,0,0,0,0,0,0,0
276,Screening Call Request – Machine Learning Engineer,"Thanks for your interest. As a staffing partner for Amazon, Robert Half will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",screening@roberthalf.com,roberthalf.com,Amazon,amazon.jobs,0,1,0,0,0,0,0,0,0
277,Recruiter Outreach (Agency) – Data Scientist,"Thanks for your interest. As a staffing partner for Salesforce, ManpowerGroup will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",hr@manpowergroup.com,manpowergroup.com,Salesforce,salesforce.com,0,1,0,0,0,0,0,0,0
278,Client Interview Coordination – Software Engineer,"Thanks for your interest. As a staffing partner for SAP, Randstad will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",ta@randstad.com,randstad.com,SAP,sap.com,0,1,0,0,0,0,0,0,0
279,Next Steps with Client – Software Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with Randstad. I’m reaching out regarding a Software Engineer opportunity supporting our client LinkedIn. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",coordinator@randstad.com,randstad.com,LinkedIn,linkedin.com,0,1,0,0,0,0,0,0,0
280,Next Steps with Client – Data Analyst,"Hi Sharath Nyalakonda, I'm a recruiter with Kelly Services. I’m reaching out regarding a Data Analyst opportunity supporting our client EY. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",sourcer@kellyservices.com,kellyservices.com,EY,ey.com,0,1,0,0,0,0,0,0,0
281,Screening Call Request – Data Analyst,"Hi Sharath Nyalakonda, I'm with ManpowerGroup. We support Goldman Sachs's recruiting for a Data Analyst. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",recruiter@manpowergroup.com,manpowergroup.com,Goldman Sachs,goldmansachs.com,0,1,0,0,1,0,0,0,0
282,Recruiter Outreach (Agency) – AI Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with ManpowerGroup. I’m reaching out regarding a AI Engineer opportunity supporting our client EY. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",screening@manpowergroup.com,manpowergroup.com,EY,ey.com,0,1,0,0,0,0,0,0,0
283,Screening Call Request – Data Analyst,"Hi Sharath Nyalakonda, I'm with Apex Systems. We support Deloitte's recruiting for a Data Analyst. Next step is a short screening call; after that we’ll share the job description, pay range, and interview timeline from the client.",screening@apexsystems.com,apexsystems.com,Deloitte,deloitte.com,0,1,0,0,1,0,0,0,0
284,Talent Screening – Platform Engineer,"Hello Sharath Nyalakonda, ManpowerGroup is assisting Stripe with hiring for a Platform Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",hr@manpowergroup.com,manpowergroup.com,Stripe,stripe.com,0,1,0,0,0,0,0,0,0
285,Next Steps with Client – AI Engineer,"Hello Sharath Nyalakonda, Adecco is assisting Stripe with hiring for a AI Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",talent@adecco.com,adecco.com,Stripe,stripe.com,0,1,0,0,0,0,0,0,0
286,Talent Screening – Data Analyst,"Hi Sharath Nyalakonda, I'm a recruiter with Apex Systems. I’m reaching out regarding a Data Analyst opportunity supporting our client Tesla. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",screening@apexsystems.com,apexsystems.com,Tesla,tesla.com,0,1,0,0,0,0,0,0,0
287,Next Steps with Client – Data Analyst,"Hi Sharath Nyalakonda, I'm a recruiter with Insight Global. I’m reaching out regarding a Data Analyst opportunity supporting our client Cisco. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",coordinator@insightglobal.com,insightglobal.com,Cisco,cisco.com,0,1,0,0,0,0,0,0,0
288,Screening Call Request – AI Operations Generalist,"Thanks for your interest. As a staffing partner for Walmart, Kelly Services will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",hr@kellyservices.com,kellyservices.com,Walmart,walmart.com,0,1,0,0,0,0,0,0,0
289,Next Steps with Client – Platform Engineer,"Hello Sharath Nyalakonda, TEKsystems is assisting IBM with hiring for a Platform Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",ta@teksystems.com,teksystems.com,IBM,ibm.com,0,1,0,0,0,0,0,0,0
290,Client Interview Coordination – Platform Engineer,"Hello Sharath Nyalakonda, I represent Randstad, an approved staffing vendor for Apple. Please confirm your interest and we’ll schedule your initial screening call. No documents are required at this stage.",screening@randstad.com,randstad.com,Apple,apple.com,0,1,0,0,0,0,0,1,0
291,Talent Screening – Machine Learning Engineer,"Thanks for your interest. As a staffing partner for EY, Apex Systems will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",staffing@apexsystems.com,apexsystems.com,EY,ey.com,0,1,0,0,0,0,0,0,0
292,Talent Screening – MLOps Engineer,"Hello Sharath Nyalakonda, ManpowerGroup is assisting Accenture with hiring for a MLOps Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",staffing@manpowergroup.com,manpowergroup.com,Accenture,accenture.com,0,1,0,0,0,0,0,0,0
293,Talent Screening – MLOps Engineer,"Hello Sharath Nyalakonda, Adecco is assisting Salesforce with hiring for a MLOps Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",hr@adecco.com,adecco.com,Salesforce,salesforce.com,0,1,0,0,0,0,0,0,0
294,Screening Call Request – Cloud Data Engineer,"Hello Sharath Nyalakonda, TEKsystems is assisting Adobe with hiring for a Cloud Data Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",screening@teksystems.com,teksystems.com,Adobe,adobe.com,0,1,0,0,0,0,0,0,0
295,Screening Call Request – Platform Engineer,"Hello Sharath Nyalakonda, Kelly Services is assisting Boeing with hiring for a Platform Engineer. If you're open to the role, please share your availability for a quick phone screen before we coordinate interviews with the client team.",screening@kellyservices.com,kellyservices.com,Boeing,boeing.com,0,1,0,0,0,0,0,0,0
296,Screening Call Request – Software Engineer,"Hi Sharath Nyalakonda, I'm a recruiter with Robert Half. I’m reaching out regarding a Software Engineer opportunity supporting our client Netflix. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",sourcer@roberthalf.com,roberthalf.com,Netflix,netflix.com,0,1,0,0,0,0,0,0,0
297,Client Interview Coordination – Machine Learning Engineer,"Thanks for your interest. As a staffing partner for Oracle, TEKsystems will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",coordinator@teksystems.com,teksystems.com,Oracle,oracle.com,0,1,0,0,0,0,0,0,0
298,Recruiter Outreach (Agency) – AI Engineer,"Thanks for your interest. As a staffing partner for Intel, Robert Half will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",sourcer@roberthalf.com,roberthalf.com,Intel,intel.com,0,1,0,0,0,0,0,0,0
299,Recruiter Outreach (Agency) – Data Scientist,"Hi Sharath Nyalakonda, I'm a recruiter with Apex Systems. I’m reaching out regarding a Data Scientist opportunity supporting our client Walmart. If you're interested, I'd like to schedule a brief screening call (15–20 minutes).",coordinator@apexsystems.com,apexsystems.com,Walmart,walmart.com,0,1,0,0,0,0,0,0,0
300,Talent Screening – Data Scientist,"Thanks for your interest. As a staffing partner for LinkedIn, Adecco will conduct an initial screening and then coordinate the interview process with the client. Please reply with times that work for you.",ta@adecco.com,adecco.com,LinkedIn,linkedin.com,0,1,0,0,0,0,0,0,0
